num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,fbeta_mean,loss_mean,training_size_median,precision_median,recall_median,fbeta_median,loss_median,training_size_std,precision_std,recall_std,fbeta_std,loss_std,sampling_strategy
2360.0,2336.6,0.4799038088787631,0.8207559504892101,0.7476713798932146,0.7522835558066788,0.4781593376870294,2346.0,0.8298381277061664,0.7762295081967213,0.777561674113803,0.43347117999892076,24.753002062600636,0.08597162973581511,0.10545811071882634,0.10080816169184434,0.18540789457235202,uncertainty_sampling
2410.0,2386.6,0.4797828796477841,0.819859912481733,0.7520968044860616,0.7563731153423622,0.47059852663957313,2396.0,0.8241528504944735,0.7811475409836066,0.7824243647284238,0.4240197011286714,24.753002062600636,0.08685535827540866,0.10444402930183376,0.09993628494559624,0.18434460534689268,uncertainty_sampling
2460.0,2436.6,0.47852265188595683,0.8198380331193222,0.7560298891899869,0.7599733477745123,0.4638515588574837,2446.0,0.821499066576297,0.7877049180327869,0.7883460969191372,0.4142192497819133,24.753002062600636,0.08719619374140765,0.1032913957753815,0.09854779195882306,0.1818799727217796,uncertainty_sampling
2510.0,2486.6,0.47787151156287677,0.8212670152786512,0.7525864613238176,0.7569827361465818,0.4695228858570625,2496.0,0.8280713189249774,0.778688524590164,0.7783287326827105,0.4319371727748691,24.753002062600636,0.08981959668205318,0.10142878119443503,0.09706579849477305,0.17939910875561824,uncertainty_sampling
10.0,10.0,0.5,0.1946828181442642,0.3371755520377774,0.30742896890591226,1.495357226008583,10,0.11048450024827977,0.3180327868852459,0.2767518497140159,1.680963712106334,0.0,0.13317395531502133,0.15682445998911154,0.14488519014729762,0.3467825817229428,random_sampling
60.0,43.0,0.3255813953488373,0.6201972313677236,0.3811673955622334,0.3927546364648678,1.1470813300086986,43,0.6144932095852341,0.35953958841995115,0.3660988113523106,1.1890084326839196,0.0,0.14104767047189343,0.0635452310443085,0.05946028126259581,0.1021277104209255,random_sampling
110.0,70.0,0.3285714285714286,0.6417633353604887,0.5583652169246867,0.5646034731403173,0.8412470412240983,70,0.6565565655656557,0.566754313004749,0.5688510436722595,0.8343757680819928,0.0,0.10579794153163317,0.05865656391953454,0.060873402453046746,0.122692041175307,random_sampling
160.0,97.0,0.3298969072164949,0.6574814937586801,0.6099841699981219,0.613136828244224,0.7513688462552696,97,0.6778880070546738,0.6311475409836066,0.6305384209810712,0.7251712341801541,0.0,0.11129110505274709,0.07048058303985376,0.07045965783888371,0.13857689986750488,random_sampling
210.0,124.0,0.33064516129032256,0.689176646306829,0.6378557055083041,0.6415722040841582,0.6956764673451963,124,0.7233236689592188,0.6560207668160232,0.6607444122952855,0.6577503314528458,0.0,0.1149822758789294,0.08055969979910961,0.08083577612035663,0.15792439889250706,random_sampling
260.0,151.0,0.3311258278145695,0.7034130733098668,0.6522921306109307,0.6554576350923289,0.6683365472030839,151,0.7218952755721079,0.6811475409836065,0.6737765482175215,0.6405417294453435,0.0,0.11803693461928197,0.08842644743622932,0.08620883353785184,0.16415770028857635,random_sampling
310.0,178.0,0.3314606741573033,0.7036030129936928,0.6467156770679617,0.6505334402253687,0.6774666680567107,178,0.7163481336143207,0.6721311475409836,0.6755267611852435,0.6338531889876262,0.0,0.11695450494169056,0.08154887313535958,0.08042233585843261,0.15277445966311348,random_sampling
360.0,205.0,0.3317073170731707,0.6955101988911286,0.6662201175176411,0.6678329973886677,0.6464957578545962,205,0.7001434988104002,0.6926229508196722,0.6922340282265504,0.6023851076207097,0.0,0.11901640409752637,0.08346257522018175,0.08265412692587752,0.1596604209941451,random_sampling
410.0,232.0,0.33189655172413796,0.6844516680212146,0.6927646159212256,0.6911908375868355,0.6037822517922591,232,0.6985403265710044,0.7098360655737705,0.7075226260431989,0.5746676345874183,0.0,0.10305924342272173,0.0806972811085944,0.07932061385634975,0.1534215523737897,random_sampling
460.0,259.0,0.332046332046332,0.6866370442529564,0.7142209760940141,0.7110265995112048,0.5670023766479619,259,0.7003615399648231,0.7190845429422339,0.7173558795102376,0.550742555839658,0.0,0.10274264563698297,0.06727649579868655,0.06822242310734841,0.135535817514654,random_sampling
510.0,286.0,0.33216783216783213,0.6887375645420899,0.7130704837541252,0.7101071157280971,0.5688660971809099,286,0.7110009392800873,0.7221311475409836,0.7129314207366344,0.562890532425768,0.0,0.1105992414954868,0.0664932582064319,0.06835133313245922,0.13675811326405732,random_sampling
560.0,313.0,0.3322683706070287,0.6897845815373439,0.7204410936116552,0.7169461616132374,0.5560127614862914,313,0.7008450785540569,0.7270491803278689,0.7211906571871866,0.543630017452007,0.0,0.11138282029309293,0.06569941504689528,0.06832305262635807,0.13735752527990489,random_sampling
610.0,340.0,0.33235294117647063,0.6911701746338899,0.732897963564165,0.7282698508786141,0.534609685340272,340,0.7069680665189106,0.7418032786885246,0.7408743856230058,0.5063990692262943,0.0,0.11320561842399138,0.06640584041680647,0.069164019245951,0.13894761541902223,random_sampling
660.0,367.0,0.332425068119891,0.6951611024941984,0.741911942260739,0.7368012226124196,0.5177154162911906,367,0.7077011551619314,0.7508196721311475,0.7491502854331169,0.4906922629435718,0.0,0.10392118967853589,0.06886566842881191,0.06989575508433062,0.1386015862463078,random_sampling
710.0,394.0,0.33248730964467,0.7016740919902529,0.7415854149338628,0.7371568367755129,0.5164361016678788,394,0.7200722782713447,0.7508196721311475,0.7433431137988369,0.5005817335660268,0.0,0.10478546660424091,0.07274875825264958,0.07337448735146875,0.14477352400516527,random_sampling
760.0,421.0,0.33254156769596205,0.7057618565636558,0.7381368892704783,0.734571675181941,0.5212089463389584,421,0.7089013691056438,0.7459016393442623,0.7370540535513231,0.5169400087048588,0.0,0.10551553339185267,0.06690578317766009,0.06881799832961308,0.13727115919826208,random_sampling
810.0,448.0,0.33258928571428564,0.7076047767694787,0.7396144455474766,0.7359921588219885,0.5183873612083622,448,0.7146795827123695,0.7491803278688525,0.7347190964071681,0.5231928410402459,0.0,0.10888505312891908,0.07000774654527778,0.07153858600812546,0.14212626774515563,random_sampling
860.0,475.0,0.33263157894736844,0.7098334681832308,0.7410911969091251,0.7375964504557131,0.5150411500268786,475,0.713379656298003,0.7524590163934426,0.7462908011869437,0.4954915648632926,0.0,0.10531418968957779,0.06944577102122611,0.07072747443595286,0.13993683386415753,random_sampling
910.0,504.1,0.33267208394146197,0.7108541596596171,0.7548643717635696,0.7498278616892222,0.49168926728045836,505,0.7121770719692284,0.7764132972015776,0.7619518313904245,0.47615585926141324,1.4491376746189375,0.10919320030289889,0.0764298704181628,0.07610527115977776,0.14924414801172767,random_sampling
960.0,534.1,0.33270922633687017,0.7162592561566883,0.7540441630221888,0.7496826514217988,0.4915159819050047,535,0.7211737969379417,0.7788723135950203,0.7665157549388812,0.4667054376272172,1.4491376746189528,0.10686997616980813,0.0759630562293696,0.07558938738972945,0.1481541659796447,random_sampling
1010.0,564.1,0.3327424180392404,0.7129570265532561,0.7569941777789702,0.7516631337278601,0.4879977284708059,565,0.7075304970041811,0.7895226851976067,0.774809547861895,0.45231171852282637,1.4491376746189528,0.11213455955958707,0.07761011507183632,0.07600055502355833,0.14823540839147215,random_sampling
1060.0,594.1,0.3327722575516693,0.7224458744701275,0.7556810925384346,0.7515188952713309,0.4876198635474697,595,0.7243677862793412,0.7878766333073972,0.7686096131562528,0.46321605117766795,1.4491376746189528,0.11268556436323127,0.07592387671115576,0.0748147160017941,0.1461050444960066,random_sampling
1110.0,624.1,0.3327992282958199,0.7261176468442342,0.7509299455340612,0.7474144583935937,0.49512178269644513,625,0.727385137418135,0.7846059939363044,0.7699183202455189,0.46074440244257053,1.4491376746189528,0.11719672006761236,0.07685081787805971,0.07511880215047827,0.1462006911076313,random_sampling
1160.0,654.1,0.3328237250035124,0.7230857624349755,0.7573207051058463,0.7528598159575739,0.48506040502947273,655,0.7260222246197001,0.7878806578841457,0.7751992715837774,0.45085780750218085,1.4491376746189528,0.11519149829757086,0.07497836465857656,0.07311736098039606,0.14266393760465745,random_sampling
1210.0,684.1,0.33284607316394466,0.7211704955161669,0.7617514958010249,0.7565159940914812,0.47807805517625857,685,0.7139628344192157,0.788704354592042,0.7750625897149599,0.4435081984849892,1.4491376746189528,0.11672503435545291,0.0826145148608707,0.08003523948506588,0.1547932740274186,random_sampling
